УИК №815	1059	1000	0	211	4	785	4	211	7	208	0	0	27	79	22	58	22
УИК №816	3135	3000	0	484	1	2515	1	483	9	475	0	0	47	178	45	143	62
УИК №817	972	900	0	184	6	710	6	184	1	189	0	0	20	56	12	72	29
УИК №818	585	550	0	150	2	398	2	150	2	150	0	0	18	62	14	35	21
УИК №819	571	500	0	88	1	411	1	88	3	86	0	0	12	34	8	23	9
УИК №820	2483	2300	0	534	0	1766	0	534	0	534	0	0	43	39	17	401	34
УИК №821	613	570	0	399	140	31	140	399	39	500	0	0	42	56	21	338	43
УИК №822	1850	1800	0	293	0	1507	0	293	1	292	0	0	37	88	22	106	39
УИК №823	1633	1600	0	245	6	1349	6	245	7	244	0	0	27	89	16	86	26
УИК №824	1283	1100	0	235	1	864	1	235	3	233	0	0	23	81	11	88	30
УИК №825	2727	2500	0	483	14	2003	14	483	6	491	0	0	55	178	27	179	52
УИК №826	2327	2200	0	485	2	1713	2	485	12	475	0	0	45	151	38	193	48
УИК №827	2088	2000	0	480	1	1519	1	480	10	471	0	0	48	143	42	180	58
УИК №828	1930	1800	0	340	2	1458	2	340	8	334	0	0	43	125	24	111	31
УИК №829	858	800	0	126	4	670	4	126	3	127	0	0	9	40	2	61	15
УИК №830	2184	1900	0	581	2	1317	2	580	22	560	0	0	74	184	36	208	58
УИК №831	2394	2200	0	520	3	1677	3	520	30	493	0	0	40	155	50	200	48
УИК №832	1861	1800	0	398	6	1396	6	398	10	394	0	0	39	125	25	172	33
УИК №833	2214	2100	0	442	6	1652	6	442	4	444	0	0	21	62	19	324	18
УИК №834	2103	2000	0	416	6	1578	6	416	14	408	0	0	34	134	30	156	54
УИК №835	1944	1800	0	554	0	1246	0	552	8	544	0	0	50	182	39	222	51
УИК №836	976	900	0	227	2	671	2	227	4	225	0	0	20	82	10	86	27
